OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
20770;"Kinderopvang (zelfstandig)";"LIEVE SCHOOT";"Child care (independently)";"O";"Onderwijs";"Education";"O01";1;"Derkinderenstraat 52 - 89 m2<br>";"03630000621054";1;89;0;"2017-09-05";26794;"POLYGON((4.840723 52.361022,4.840903 52.361024,4.840903 52.361017,4.840892 52.361017,4.840894 52.360951,4.840896 52.360946,4.84091 52.360946,4.840911 52.360921,4.840896 52.360921,4.840897 52.360849,4.840908 52.36085,4.840909 52.360842,4.840729 52.36084,4.840723 52.361022))";"4,840821";"52,3609245";
20771;"Gezondheidspraktijk";"BIORESONANTIETHERAPIE";"Health practice";"Z";"Zorg";"Care";"Z01";1;"";"";0;0;0;"2017-10-08";26810;"POLYGON((4.806979 52.347484,4.806984 52.347474,4.806823 52.347442,4.806791 52.347501,4.806952 52.347534,4.806979 52.347484))";"4,8068915";"52,34748";
20772;"Kantoor - Kantoorverzamelgebouw";"TALENT FIRST";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Van Oldenbarneveldtstraat 48B - 0 m2<br>Van Oldenbarneveldtstraat 48C - 0 m2<br>";"03630001163750-03630001163751";2;0;2;"2017-08-17";27444;"POLYGON((4.8738420 52.3751990,4.8739360 52.3753620,4.8741560 52.3753130,4.8743944 52.3752611,4.8742680 52.3750520,4.8739460 52.3751240,4.8739710 52.3751710,4.8738420 52.3751990))";"4,874117";"52,3752065";
20773;"Kinderopvang (zelfstandig)";"BSO LUNA";"Child care (independently)";"O";"Onderwijs";"Education";"O01";1;"Kinkerstraat 3/H - 97 m2<br>";"03630000956993";1;97;0;"2017-03-19";27803;"POLYGON((4.875935 52.368179,4.876009 52.368198,4.87608 52.368098,4.876088 52.368087,4.876015 52.368068,4.875935 52.368179))";"4,8760155";"52,368125";
20775;"Kinderopvang (zelfstandig)";"JSA";"Child care (independently)";"O";"Onderwijs";"Education";"O01";1;"Bilderdijkstraat 120/H - 57 m2<br>";"03630000586126";1;57;0;"2017-07-09";4988;"POLYGON((4.87088 52.368334,4.871126 52.368396,4.87116 52.368346,4.870975 52.368301,4.870956 52.368329,4.870893 52.368314,4.87088 52.368334))";"4,871024";"52,3683405";
20776;"Particulier beroepsonderwijs - Vakscholen - Autorijschool";"MOSAIC AFFAIRS";"Private Vocational schools - Driving school";"O";"Onderwijs";"Education";"O05";1;"Jacob van Lennepkade 151/H - 57 m2<br>";"03630000680612";1;57;0;"2017-03-10";5203;"POLYGON((4.865001 52.363125,4.865057 52.36314,4.865146 52.363003,4.865118 52.362997,4.865101 52.363022,4.865072 52.363015,4.865001 52.363125))";"4,8650775";"52,3630605";
20777;"Kinderopvang (zelfstandig)";"HET LIEVEHEERSBEESTJE";"Child care (independently)";"O";"Onderwijs";"Education";"O01";1;"Admiraal De Ruijterweg 97/H - 234 m2<br>";"03630000559255";1;234;0;"2017-07-31";5991;"POLYGON((4.859021 52.372108,4.85918 52.372126,4.859216 52.37201,4.859169 52.372004,4.858982 52.372065,4.858968 52.372079,4.858961 52.372099,4.858949 52.372098,4.858946 52.372108,4.859019 52.372117,4.859021 52.372108))";"4,859085";"52,372058";
20778;"Gezondheidspraktijk";"ERGOTHERAPIE";"Health practice";"Z";"Zorg";"Care";"Z01";1;"Corantijnstraat 15/H - 51 m2<br>";"03630000608843";1;51;0;"2017-03-15";6103;"POLYGON((4.851594 52.361702,4.851638 52.361702,4.851643 52.361708,4.851674 52.361708,4.851679 52.361703,4.851688 52.361703,4.851691 52.361611,4.851597 52.36161,4.851594 52.361702))";"4,8516465";"52,3616515";
20779;"Kinderopvang (zelfstandig)";"BSO JOHN FRANKLIN";"Child care (independently)";"O";"Onderwijs";"Education";"O01";1;"John Franklinstraat 89 - 49 m2<br>";"03630000694884";1;49;0;"2017-07-31";6317;"POLYGON((4.853011 52.373367,4.853195 52.3734,4.853244 52.373294,4.853112 52.373272,4.853103 52.373291,4.85305 52.373282,4.853011 52.373367))";"4,8531315";"52,373328";
20780;"Gezondheidspraktijk";"FYSIO";"Health practice";"Z";"Zorg";"Care";"Z01";1;"Mercatorplein 117 - 252 m2<br>Mercatorplein 119 - 0 m2<br>Mercatorplein 121 - 0 m2<br>";"03630000984314-03630000984315-03630000984316";3;252;2;"2017-03-17";6366;"POLYGON((4.84988 52.369763,4.849934 52.369808,4.850023 52.369823,4.850007 52.369868,4.850007 52.369868,4.850006 52.369872,4.850026 52.369874,4.850027 52.369873,4.850044 52.369876,4.85005 52.369876,4.850054 52.369881,4.850101 52.369865,4.850097 52.369861,4.850097 52.369861,4.850097 52.369861,4.850202 52.369634,4.850039 52.369607,4.850016 52.369657,4.849941 52.369644,4.849964 52.369593,4.849907 52.369583,4.849849 52.369709,4.849885 52.369754,4.84988 52.369763))";"4,8500295";"52,3697255";
